orderNumber,item,dateIssued,dateChanged,orderStatus,orderTotalValue,approvedBy,supplierVendorCode,productSku,quantity,unitPrice,deliveryDate,still_to_be_delivered_qty,still_to_be_delivered_value,still_to_be_invoiced_qty,still_to_be_invoiced_value,contractReference,paymentTerms,requisitioner,costCenter
PO-56e5b88ba0,3,2025-01-23 15:46:18,2025-02-17 15:46:18,Closed,58497.79000000001,Jonathan Smith,SUP-0ad5b00c,PROD-58f4ab,97,603.07,2025-03-18 15:46:18,0,0.0,90,54276.3,,Net 90,Jeremy Carter,CC-107
PO-56e5b88ba0,4,2025-01-23 15:46:18,2025-02-18 15:46:18,Closed,45058.26,Ashley Levine,SUP-0ad5b00c,PROD-be104f,61,738.66,2025-02-16 15:46:18,0,0.0,29,21421.14,,Net 90,Rick Rios,CC-107
PO-56e5b88ba0,5,2025-01-23 15:46:18,2025-02-16 15:46:18,Rejected,4124.52,Amanda Hansen,SUP-0ad5b00c,PROD-6141a9,12,343.71,2025-03-22 15:46:18,12,4124.52,12,4124.52,,Net 30,Kayla Wells,CC-107
PO-2cc318dd5e,1,2025-07-11 15:30:53,2025-08-07 15:30:53,Issued,20933.28,Michael Zhang,SUP-d9ee32f7,PROD-6141a9,72,290.74,2025-08-15 15:30:53,15,4361.1,69,20061.06,CTR-a5609c150a,Net 30,Brian Harrison,CC-164
PO-609ce058f5,1,2023-11-13 08:00:08,2023-11-18 08:00:08,Approved,15642.0,Mr. Shane Hernandez,SUP-f23a29b3,PROD-4011d4,60,260.7,2023-12-12 08:00:08,60,15642.0,60,15642.0,,Net 90,Ashley Reyes,CC-138
PO-609ce058f5,2,2023-11-13 08:00:08,2023-11-29 08:00:08,Delivered,274.85,Steven Faulkner,SUP-f23a29b3,PROD-be104f,1,274.85,2023-12-29 08:00:08,0,0.0,0,0.0,CTR-ccf1ef6d7e,Net 60,Juan Crosby,CC-138
PO-609ce058f5,3,2023-11-13 08:00:08,2023-11-22 08:00:08,Partially Received,89010.11,Joshua Gonzales,SUP-f23a29b3,PROD-be104f,97,917.63,2023-12-11 08:00:08,87,79833.81,97,89010.11,,Net 90,Steven Brooks,CC-138
PO-609ce058f5,4,2023-11-13 08:00:08,2023-11-25 08:00:08,Partially Received,13595.24,Kelly Perry,SUP-f23a29b3,PROD-4011d4,34,399.86,2023-12-27 08:00:08,24,9596.64,29,11595.94,CTR-84980779d3,Net 60,Christopher Becker,CC-138
PO-609ce058f5,5,2023-11-13 08:00:08,2023-12-07 08:00:08,Closed,40166.12,Darren Oconnor,SUP-f23a29b3,PROD-4011d4,71,565.72,2023-12-15 08:00:08,0,0.0,50,28286.0,CTR-4b67401ce6,Net 90,Mrs. Melissa Lyons,CC-138
PO-93a606ae0a,1,2024-04-07 10:03:18,2024-05-05 10:03:18,Cancelled,3151.84,Justin Hahn,SUP-122f9bcf,PROD-f85570,8,393.98,2024-05-27 10:03:18,8,3151.84,8,3151.84,,Net 90,Cody Torres,CC-117
PO-93a606ae0a,2,2024-04-07 10:03:18,2024-04-22 10:03:18,Closed,797.76,Keith Mitchell,SUP-122f9bcf,PROD-d914c6,36,22.16,2024-05-03 10:03:18,0,0.0,0,0.0,CTR-9218a9c8ed,Net 90,Jennifer Merritt,CC-117
PO-c02689096f,1,2023-11-30 07:46:32,2023-12-21 07:46:32,Approved,62773.11,Michelle Moore,SUP-9ccc86ff,PROD-0a9474,87,721.53,2023-12-31 07:46:32,87,62773.11,87,62773.11,,Net 60,Derrick Anderson,CC-166
PO-c02689096f,2,2023-11-30 07:46:32,2023-12-18 07:46:32,Closed,14495.04,Daniel Savage,SUP-9ccc86ff,PROD-58f4ab,48,301.98,2024-01-29 07:46:32,0,0.0,34,10267.32,,Net 30,Heather Peters,CC-166
PO-c02689096f,3,2023-11-30 07:46:32,2023-12-13 07:46:32,Approved,24699.59,Frank Smith,SUP-9ccc86ff,PROD-58f4ab,29,851.71,2024-01-24 07:46:32,29,24699.59,29,24699.59,,Net 90,Beverly Rice,CC-166
PO-c02689096f,4,2023-11-30 07:46:32,2023-12-21 07:46:32,Rejected,7621.14,Alec Wilson,SUP-9ccc86ff,PROD-be104f,71,107.34,2023-12-31 07:46:32,71,7621.14,71,7621.14,,Net 90,Jason Brown,CC-166
PO-c02689096f,5,2023-11-30 07:46:32,2023-12-30 07:46:32,Approved,25508.16,Robert Dalton,SUP-9ccc86ff,PROD-be104f,72,354.28,2024-01-28 07:46:32,72,25508.16,72,25508.16,,Net 60,Diane Carroll,CC-166
PO-b091aa803b,1,2023-12-20 15:37:18,2023-12-21 15:37:18,Draft,26298.72,Kelsey Torres,SUP-a6ad3c4e,PROD-4011d4,36,730.52,2024-02-09 15:37:18,36,26298.72,36,26298.72,,Net 30,Dustin Jimenez,CC-147
PO-b091aa803b,2,2023-12-20 15:37:18,2024-01-10 15:37:18,Rejected,38377.71,David Davila,SUP-a6ad3c4e,PROD-be104f,63,609.17,2024-01-25 15:37:18,63,38377.71,63,38377.71,,Net 30,Derek Lane,CC-147
PO-b091aa803b,3,2023-12-20 15:37:18,2023-12-23 15:37:18,Closed,59070.24,Richard Navarro,SUP-a6ad3c4e,PROD-be104f,76,777.24,2023-12-29 15:37:18,0,0.0,29,22539.96,CTR-064cc82aca,Net 60,Christina Evans,CC-147
PO-b091aa803b,4,2023-12-20 15:37:18,2024-01-14 15:37:18,Rejected,31105.92,James Estrada,SUP-a6ad3c4e,PROD-f85570,48,648.04,2024-01-05 15:37:18,48,31105.92,48,31105.92,,Net 90,Cathy Hernandez DVM,CC-147
PO-b091aa803b,5,2023-12-20 15:37:18,2024-01-10 15:37:18,Approved,29312.67,Caleb Herman,SUP-a6ad3c4e,PROD-be104f,93,315.19,2024-01-25 15:37:18,93,29312.67,93,29312.67,,Net 60,Danielle Brown,CC-147
PO-ec5667e4c2,1,2024-12-08 00:22:50,2024-12-25 00:22:50,Partially Received,82286.66,Carmen Castillo,SUP-aff7db91,PROD-2b1f58,94,875.39,2025-02-04 00:22:50,16,14006.24,60,52523.4,CTR-53bd81715a,Net 90,Marcus Hunt,CC-145
PO-ec5667e4c2,2,2024-12-08 00:22:50,2024-12-29 00:22:50,Closed,80497.89,Michael Phillips,SUP-aff7db91,PROD-887c83,99,813.11,2025-01-31 00:22:50,0,0.0,27,21953.97,CTR-f9284289ef,Net 60,Charles Gillespie,CC-145
PO-ec5667e4c2,3,2024-12-08 00:22:50,2024-12-26 00:22:50,Draft,1469.65,Amanda Kim,SUP-aff7db91,PROD-25dd54,13,113.05,2025-01-06 00:22:50,13,1469.65,13,1469.65,,Net 30,Hannah Summers,CC-145
PO-ec5667e4c2,4,2024-12-08 00:22:50,2025-01-02 00:22:50,Closed,14518.35,Aaron Miller,SUP-aff7db91,PROD-25dd54,63,230.45,2024-12-18 00:22:50,0,0.0,32,7374.4,,Net 30,Johnny Warner,CC-145
PO-ec5667e4c2,5,2024-12-08 00:22:50,2024-12-21 00:22:50,Closed,37306.44,Adrian Barrett,SUP-aff7db91,PROD-3df99f,54,690.86,2025-01-18 00:22:50,0,0.0,51,35233.86,CTR-d0f70e8e89,Net 60,Matthew Rodriguez,CC-145
PO-9fd5586357,1,2025-02-28 15:59:35,2025-03-19 15:59:35,Closed,25517.06,Chelsea Cook,SUP-ca5ec489,PROD-15b9c4,43,593.42,2025-04-15 15:59:35,0,0.0,42,24923.64,CTR-abfd4e68b4,Net 90,Monica Smith,CC-175
PO-9fd5586357,2,2025-02-28 15:59:35,2025-03-21 15:59:35,Closed,2743.15,Terry Long,SUP-ca5ec489,PROD-2b1f58,83,33.05,2025-03-15 15:59:35,0,0.0,52,1718.6,,Net 60,Cassidy Knight,CC-175
PO-ef4bd6d187,1,2025-07-19 01:19:59,2025-07-26 01:19:59,Closed,60294.3,Sandra Collins,SUP-4f08dfa6,PROD-2b1f58,66,913.55,2025-09-05 01:19:59,0,0.0,34,31060.7,,Net 30,Melanie Davila,CC-123
PO-ef4bd6d187,2,2025-07-19 01:19:59,2025-08-15 01:19:59,Issued,21960.0,Jose James,SUP-4f08dfa6,PROD-725f6a,75,292.8,2025-08-09 01:19:59,18,5270.400000000001,20,5856.0,,Net 30,Jennifer Boyd,CC-123
PO-ef4bd6d187,3,2025-07-19 01:19:59,2025-07-30 01:19:59,Closed,4874.59,Jeffrey Johnson,SUP-4f08dfa6,PROD-58f4ab,7,696.37,2025-08-26 01:19:59,0,0.0,2,1392.74,CTR-b30b3f77b9,Net 30,Briana Summers,CC-123
PO-48ea6d3aea,1,2024-02-06 04:40:58,2024-02-11 04:40:58,Closed,22288.43,Stephanie Castillo,SUP-4bc6d876,PROD-4011d4,59,377.77,2024-03-19 04:40:58,0,0.0,51,19266.27,,Net 30,Zachary Benson,CC-103
PO-48ea6d3aea,2,2024-02-06 04:40:58,2024-03-02 04:40:58,Closed,54156.6,Amy Lloyd,SUP-4bc6d876,PROD-25dd54,81,668.6,2024-04-04 04:40:58,0,0.0,25,16715.0,CTR-e03175130a,Net 90,Matthew Dillon,CC-103
PO-48ea6d3aea,3,2024-02-06 04:40:58,2024-02-29 04:40:58,Partially Received,85990.1,James Smith,SUP-4bc6d876,PROD-15b9c4,98,877.45,2024-03-16 04:40:58,50,43872.5,75,65808.75,,Net 30,Jillian Finley PhD,CC-103
PO-e1e199dc49,1,2025-08-20 17:32:01,2025-08-30 17:32:01,Rejected,51298.100000000006,Dale Tanner,SUP-1de8ee68,PROD-58f4ab,58,884.45,2025-09-03 17:32:01,58,51298.100000000006,58,51298.100000000006,,Net 90,Nathan Turner,CC-105
PO-e1e199dc49,2,2025-08-20 17:32:01,2025-09-03 17:32:01,Closed,9747.48,Christian Li,SUP-1de8ee68,PROD-4011d4,29,336.12,2025-09-29 17:32:01,0,0.0,29,9747.48,,Net 30,Heather Matthews MD,CC-105
PO-e1e199dc49,3,2025-08-20 17:32:01,2025-09-16 17:32:01,Delivered,14111.6,Abigail Carlson,SUP-1de8ee68,PROD-d914c6,40,352.79,2025-10-14 17:32:01,0,0.0,39,13758.81,,Net 90,Robin Good,CC-105
PO-e1e199dc49,4,2025-08-20 17:32:01,2025-09-06 17:32:01,Partially Received,2780.8,Diane Wilson,SUP-1de8ee68,PROD-d15ce8,16,173.8,2025-08-29 17:32:01,0,0.0,14,2433.2000000000003,,Net 30,Brandy Glenn,CC-105
PO-e1e199dc49,5,2025-08-20 17:32:01,2025-09-14 17:32:01,Closed,1964.52,Nicholas Thomas,SUP-1de8ee68,PROD-be104f,4,491.13,2025-09-24 17:32:01,0,0.0,4,1964.52,CTR-1714ba4d28,Net 90,Robert Cooper,CC-105
PO-db618174b3,1,2025-04-11 01:13:54,2025-04-29 01:13:54,Cancelled,7404.279999999999,Kristina Dennis,SUP-6fd9b4a6,PROD-4011d4,13,569.56,2025-05-06 01:13:54,13,7404.279999999999,13,7404.279999999999,CTR-6a63421529,Net 60,Robert Wagner,CC-172
PO-db618174b3,2,2025-04-11 01:13:54,2025-04-12 01:13:54,Approved,612.3000000000001,Scott Warren,SUP-6fd9b4a6,PROD-25dd54,13,47.1,2025-04-24 01:13:54,13,612.3000000000001,13,612.3000000000001,CTR-5f104543ec,Net 90,Jennifer Lee,CC-172
PO-db618174b3,3,2025-04-11 01:13:54,2025-05-09 01:13:54,Draft,77815.68000000001,Lindsey Martinez,SUP-6fd9b4a6,PROD-3df99f,96,810.58,2025-04-28 01:13:54,96,77815.68000000001,96,77815.68000000001,,Net 30,Chase Warren,CC-172
PO-db618174b3,4,2025-04-11 01:13:54,2025-04-13 01:13:54,Closed,9406.6,April Johnson,SUP-6fd9b4a6,PROD-d914c6,70,134.38,2025-05-07 01:13:54,0,0.0,5,671.9,,Net 90,Elizabeth English,CC-172
PO-761748f2d6,1,2024-06-04 17:09:37,2024-06-15 17:09:37,Delivered,1368.24,Sharon Avila,SUP-1de8ee68,PROD-4011d4,6,228.04,2024-06-24 17:09:37,0,0.0,2,456.08,,Net 90,Jeanette Gonzalez,CC-136
PO-761748f2d6,2,2024-06-04 17:09:37,2024-06-26 17:09:37,Pending Approval,38213.1,Connor Flores,SUP-1de8ee68,PROD-dcb370,90,424.59,2024-08-01 17:09:37,90,38213.1,90,38213.1,,Net 90,Gregory Carpenter,CC-136
PO-761748f2d6,3,2024-06-04 17:09:37,2024-06-05 17:09:37,Rejected,44286.6,Craig Baker,SUP-1de8ee68,PROD-725f6a,60,738.11,2024-06-12 17:09:37,60,44286.6,60,44286.6,,Net 60,Michael Hernandez,CC-136
PO-761748f2d6,4,2024-06-04 17:09:37,2024-06-29 17:09:37,Issued,77224.2,Katrina Munoz,SUP-1de8ee68,PROD-be104f,85,908.52,2024-06-12 17:09:37,61,55419.72,71,64504.92,,Net 30,Marcus Schwartz,CC-136
PO-0c2bd0e903,1,2024-02-04 02:22:57,2024-02-26 02:22:57,Closed,22116.97,Corey Cantrell MD,SUP-4f08dfa6,PROD-3df99f,97,228.01,2024-02-15 02:22:57,0,0.0,85,19380.85,,Net 60,Kristin Banks,CC-120
PO-0c2bd0e903,2,2024-02-04 02:22:57,2024-03-01 02:22:57,Delivered,2702.6,Crystal Fox,SUP-4f08dfa6,PROD-be104f,10,270.26,2024-03-01 02:22:57,0,0.0,1,270.26,CTR-9577d1eebe,Net 90,William Curtis,CC-120
PO-0c2bd0e903,3,2024-02-04 02:22:57,2024-02-25 02:22:57,Closed,2369.92,Brian Nguyen,SUP-4f08dfa6,PROD-58f4ab,28,84.64,2024-02-27 02:22:57,0,0.0,1,84.64,,Net 30,Sandra Kelley,CC-120
PO-2149a09a2e,1,2025-04-07 08:34:37,2025-04-25 08:34:37,Closed,71077.48,Lisa Perez,SUP-6fd9b4a6,PROD-d914c6,76,935.23,2025-04-30 08:34:37,0,0.0,71,66401.33,,Net 60,Peggy Wallace,CC-102
PO-2149a09a2e,2,2025-04-07 08:34:37,2025-04-18 08:34:37,Closed,46485.94,Anna Walker,SUP-6fd9b4a6,PROD-25dd54,67,693.82,2025-04-14 08:34:37,0,0.0,47,32609.54,,Net 90,Stephen Peters,CC-102
PO-2149a09a2e,3,2025-04-07 08:34:37,2025-05-02 08:34:37,Closed,35868.02,William Jones,SUP-6fd9b4a6,PROD-25dd54,43,834.14,2025-04-19 08:34:37,0,0.0,16,13346.24,CTR-4104ca509b,Net 30,Dominic Torres,CC-102
PO-2149a09a2e,4,2025-04-07 08:34:37,2025-04-12 08:34:37,Delivered,16821.6,Kenneth Erickson,SUP-6fd9b4a6,PROD-3df99f,48,350.45,2025-05-26 08:34:37,0,0.0,29,10163.05,,Net 90,Eileen Moody,CC-102
PO-dd57feb8d5,1,2024-08-11 21:55:11,2024-08-20 21:55:11,Delivered,32556.12,Whitney Williams MD,SUP-122f9bcf,PROD-2b1f58,76,428.37,2024-09-24 21:55:11,0,0.0,56,23988.72,,Net 60,Sarah Mills,CC-106
PO-dd57feb8d5,2,2024-08-11 21:55:11,2024-09-07 21:55:11,Closed,4724.4,Laura Finley,SUP-122f9bcf,PROD-d914c6,24,196.85,2024-09-11 21:55:11,0,0.0,1,196.85,CTR-316a841484,Net 30,Michelle Rivas,CC-106
PO-dd57feb8d5,3,2024-08-11 21:55:11,2024-08-14 21:55:11,Cancelled,76086.98,Elizabeth Cochran,SUP-122f9bcf,PROD-58f4ab,82,927.89,2024-10-07 21:55:11,82,76086.98,82,76086.98,,Net 90,Mark Garza,CC-106
PO-dd57feb8d5,4,2024-08-11 21:55:11,2024-08-18 21:55:11,Draft,55230.96,Benjamin Boyd,SUP-122f9bcf,PROD-58f4ab,68,812.22,2024-09-24 21:55:11,68,55230.96,68,55230.96,,Net 30,Jared Waller,CC-106
PO-dd57feb8d5,5,2024-08-11 21:55:11,2024-09-10 21:55:11,Approved,2909.77,James Ramirez,SUP-122f9bcf,PROD-3df99f,47,61.91,2024-08-28 21:55:11,47,2909.77,47,2909.77,,Net 90,David Evans,CC-106
PO-cc587c36af,1,2024-05-30 00:48:20,2024-06-04 00:48:20,Closed,2480.26,Joseph Mccarthy,SUP-cab4b7f2,PROD-6141a9,19,130.54,2024-06-09 00:48:20,0,0.0,11,1435.9399999999998,,Net 90,Stacey Ramsey,CC-148
PO-cc587c36af,2,2024-05-30 00:48:20,2024-06-05 00:48:20,Closed,20904.19,Benjamin Mathis,SUP-cab4b7f2,PROD-2b1f58,79,264.61,2024-07-26 00:48:20,0,0.0,60,15876.6,CTR-f86029f0ea,Net 90,Dr. Christopher Johnson,CC-148
PO-822a543713,1,2024-04-04 06:53:52,2024-04-22 06:53:52,Issued,36535.2,Alex Hernandez,SUP-6fd9b4a6,PROD-d914c6,65,562.08,2024-05-05 06:53:52,25,14052.000000000002,63,35411.04,CTR-68381c0e1f,Net 60,Kenneth Bailey,CC-173
PO-822a543713,2,2024-04-04 06:53:52,2024-04-24 06:53:52,Pending Approval,25803.04,Kevin Miller,SUP-6fd9b4a6,PROD-be104f,67,385.12,2024-05-30 06:53:52,67,25803.04,67,25803.04,CTR-c0c7730df3,Net 30,Tiffany Young,CC-173
PO-822a543713,3,2024-04-04 06:53:52,2024-04-27 06:53:52,Delivered,2273.6000000000004,Deborah Hill,SUP-6fd9b4a6,PROD-b662f8,20,113.68,2024-05-31 06:53:52,0,0.0,1,113.68,,Net 60,Ashley Davis,CC-173
PO-822a543713,4,2024-04-04 06:53:52,2024-04-20 06:53:52,Closed,7681.299999999999,Amy French,SUP-6fd9b4a6,PROD-25dd54,11,698.3,2024-05-27 06:53:52,0,0.0,5,3491.5,,Net 30,Thomas Anderson,CC-173
PO-e6d70afc74,1,2023-12-17 13:56:39,2024-01-04 13:56:39,Closed,29201.89,Dale Lee,SUP-c2a5676a,PROD-15b9c4,83,351.83,2024-01-14 13:56:39,0,0.0,16,5629.28,,Net 30,Mark Webster,CC-138
PO-e6d70afc74,2,2023-12-17 13:56:39,2024-01-12 13:56:39,Delivered,38078.88,Jennifer Parks,SUP-c2a5676a,PROD-58f4ab,49,777.12,2024-01-04 13:56:39,0,0.0,39,30307.68,,Net 30,James Henry,CC-138
PO-e6d70afc74,3,2023-12-17 13:56:39,2024-01-10 13:56:39,Pending Approval,38705.9,Olivia Taylor,SUP-c2a5676a,PROD-4011d4,67,577.7,2024-01-11 13:56:39,67,38705.9,67,38705.9,,Net 60,Anne Mills,CC-138
PO-e6d70afc74,4,2023-12-17 13:56:39,2024-01-01 13:56:39,Rejected,70254.66,Steven Simon,SUP-c2a5676a,PROD-dcb370,94,747.39,2023-12-29 13:56:39,94,70254.66,94,70254.66,,Net 30,Holly Kerr,CC-138
PO-e6d70afc74,5,2023-12-17 13:56:39,2024-01-15 13:56:39,Delivered,417.16,Nicholas Baker,SUP-c2a5676a,PROD-58f4ab,4,104.29,2024-01-09 13:56:39,0,0.0,3,312.87,,Net 90,Alan Davis,CC-138
PO-cfad5eb35d,1,2025-04-13 04:51:00,2025-05-02 04:51:00,Issued,28834.34,Paige Johnson,SUP-470b7c4e,PROD-0a9474,62,465.07,2025-04-25 04:51:00,47,21858.29,49,22788.43,,Net 90,Krista Wheeler,CC-106
PO-cfad5eb35d,2,2025-04-13 04:51:00,2025-05-12 04:51:00,Draft,72596.16,James Rios,SUP-470b7c4e,PROD-be104f,84,864.24,2025-05-28 04:51:00,84,72596.16,84,72596.16,CTR-e15c957080,Net 60,Ryan Edwards,CC-106
PO-cfad5eb35d,3,2025-04-13 04:51:00,2025-05-06 04:51:00,Issued,8456.28,David Hunt,SUP-470b7c4e,PROD-2b1f58,12,704.69,2025-05-31 04:51:00,0,0.0,10,7046.900000000001,CTR-a657045a52,Net 60,Jeremy Reid,CC-106
PO-cfad5eb35d,4,2025-04-13 04:51:00,2025-05-08 04:51:00,Partially Received,14117.6,Rebecca Rodriguez,SUP-470b7c4e,PROD-25dd54,56,252.1,2025-05-27 04:51:00,39,9831.9,52,13109.2,,Net 30,Jessica Hicks,CC-106
PO-6a50c17fdd,1,2025-10-03 04:00:25,2025-10-17 04:00:25,Rejected,7348.019999999999,Mr. Chase Ho,SUP-d9ee32f7,PROD-25dd54,41,179.22,2025-11-27 04:00:25,41,7348.019999999999,41,7348.019999999999,CTR-c91e4f3659,Net 90,Anthony Salazar,CC-100
PO-9a327e77e3,1,2024-12-29 14:39:06,2025-01-17 14:39:06,Rejected,68524.23,Matthew Reyes,SUP-963dd8a4,PROD-725f6a,71,965.13,2025-02-16 14:39:06,71,68524.23,71,68524.23,,Net 60,Antonio Gibson,CC-159
PO-9a327e77e3,2,2024-12-29 14:39:06,2025-01-15 14:39:06,Closed,23603.78,Erica Walsh,SUP-963dd8a4,PROD-25dd54,37,637.94,2025-01-21 14:39:06,0,0.0,37,23603.78,CTR-9d9998274a,Net 60,Brenda Luna,CC-159
PO-9a327e77e3,3,2024-12-29 14:39:06,2025-01-17 14:39:06,Rejected,25047.2,Ricky Moore,SUP-963dd8a4,PROD-3df99f,80,313.09,2025-01-27 14:39:06,80,25047.2,80,25047.2,,Net 30,Melissa Bryan,CC-159
PO-0109389baf,1,2024-10-07 09:29:32,2024-10-18 09:29:32,Delivered,61391.88,Robin Wilson,SUP-f23a29b3,PROD-58f4ab,74,829.62,2024-11-10 09:29:32,0,0.0,9,7466.58,CTR-a2f5bd8b7e,Net 60,Nathan Farmer,CC-120
PO-0109389baf,2,2024-10-07 09:29:32,2024-10-20 09:29:32,Delivered,9849.42,Mary Ryan,SUP-f23a29b3,PROD-25dd54,21,469.02,2024-10-16 09:29:32,0,0.0,21,9849.42,,Net 30,Todd Camacho,CC-120
PO-cad53d1602,1,2024-07-04 13:08:51,2024-07-18 13:08:51,Closed,13878.27,Sherri Moreno,SUP-963dd8a4,PROD-58f4ab,21,660.87,2024-07-30 13:08:51,0,0.0,8,5286.96,,Net 90,Bradley Green,CC-117
PO-cad53d1602,2,2024-07-04 13:08:51,2024-07-31 13:08:51,Approved,29106.6,Eric Wright,SUP-963dd8a4,PROD-d15ce8,60,485.11,2024-07-13 13:08:51,60,29106.6,60,29106.6,,Net 30,Hannah Maldonado,CC-117
PO-cad53d1602,3,2024-07-04 13:08:51,2024-07-13 13:08:51,Delivered,29907.52,Katherine Lambert,SUP-963dd8a4,PROD-58f4ab,38,787.04,2024-08-25 13:08:51,0,0.0,12,9444.48,,Net 30,Fernando Kaiser,CC-117
PO-cad53d1602,4,2024-07-04 13:08:51,2024-07-30 13:08:51,Issued,67384.2,Michael Edwards,SUP-963dd8a4,PROD-4011d4,78,863.9,2024-08-06 13:08:51,19,16414.1,44,38011.6,,Net 30,Paula Cook,CC-117
PO-cad53d1602,5,2024-07-04 13:08:51,2024-07-29 13:08:51,Cancelled,54213.76,Austin Smith,SUP-963dd8a4,PROD-4011d4,92,589.28,2024-07-23 13:08:51,92,54213.76,92,54213.76,,Net 90,Sophia Reilly,CC-117
PO-2a46728010,1,2025-05-04 23:25:46,2025-05-06 23:25:46,Delivered,1756.58,Robert Martin,SUP-0ad5b00c,PROD-2b1f58,14,125.47,2025-05-30 23:25:46,0,0.0,9,1129.23,CTR-f6ab63ec21,Net 30,Briana Walker,CC-126
PO-2a46728010,2,2025-05-04 23:25:46,2025-05-28 23:25:46,Closed,74255.37000000001,Anthony Bradshaw,SUP-0ad5b00c,PROD-4011d4,89,834.33,2025-06-12 23:25:46,0,0.0,11,9177.63,,Net 90,Dominique Ryan,CC-126
PO-2a46728010,3,2025-05-04 23:25:46,2025-06-02 23:25:46,Closed,4672.35,Frederick Perez,SUP-0ad5b00c,PROD-d914c6,27,173.05,2025-07-02 23:25:46,0,0.0,0,0.0,,Net 60,Heather Steele,CC-126
PO-0ac1547dab,1,2024-01-02 21:20:32,2024-01-28 21:20:32,Closed,3107.28,Casey Cortez,SUP-122f9bcf,PROD-25dd54,11,282.48,2024-01-25 21:20:32,0,0.0,9,2542.32,,Net 60,Brittney Robbins,CC-168
PO-0ac1547dab,2,2024-01-02 21:20:32,2024-01-27 21:20:32,Delivered,11510.1,Andrew Johnson,SUP-122f9bcf,PROD-725f6a,70,164.43,2024-02-22 21:20:32,0,0.0,14,2302.02,CTR-c2149f96c3,Net 90,Steven Reynolds,CC-168
PO-4c0ea7dc11,1,2025-05-16 23:27:58,2025-05-30 23:27:58,Approved,1488.96,Yvonne Miller,SUP-9ccc86ff,PROD-4011d4,44,33.84,2025-05-25 23:27:58,44,1488.96,44,1488.96,,Net 30,Nicholas Tucker,CC-117
PO-4c0ea7dc11,2,2025-05-16 23:27:58,2025-05-19 23:27:58,Draft,39054.6,Harold Moore,SUP-9ccc86ff,PROD-2b1f58,45,867.88,2025-06-12 23:27:58,45,39054.6,45,39054.6,,Net 60,Brian Khan,CC-117
PO-b4a5c1bc54,1,2025-05-20 13:13:02,2025-05-25 13:13:02,Partially Received,16009.78,Darren Cardenas,SUP-ee9bcb83,PROD-f85570,19,842.62,2025-07-17 13:13:02,6,5055.72,15,12639.3,,Net 30,Claire Malone,CC-100
PO-b4a5c1bc54,2,2025-05-20 13:13:02,2025-06-05 13:13:02,Issued,6353.900000000001,Dean Perez,SUP-ee9bcb83,PROD-be104f,14,453.85,2025-07-18 13:13:02,5,2269.25,8,3630.8,,Net 60,Jeffrey Pratt,CC-100
PO-b4a5c1bc54,3,2025-05-20 13:13:02,2025-05-26 13:13:02,Delivered,31740.7,Juan Carter,SUP-ee9bcb83,PROD-be104f,34,933.55,2025-06-15 13:13:02,0,0.0,17,15870.35,,Net 30,Jonathan Beltran,CC-100
PO-9d5e1dad3d,1,2024-10-07 23:39:52,2024-10-29 23:39:52,Delivered,33623.700000000004,Heather Dalton,SUP-4ec4e9dc,PROD-3df99f,69,487.3,2024-10-15 23:39:52,0,0.0,35,17055.5,,Net 90,Olivia Gregory,CC-164
PO-9d5e1dad3d,2,2024-10-07 23:39:52,2024-11-03 23:39:52,Closed,6866.88,Ryan Mcguire,SUP-4ec4e9dc,PROD-25dd54,69,99.52,2024-11-18 23:39:52,0,0.0,24,2388.48,CTR-91fc7046d6,Net 60,Katie Little,CC-164
PO-9d5e1dad3d,3,2024-10-07 23:39:52,2024-11-05 23:39:52,Partially Received,48749.4,Danielle Wolf,SUP-4ec4e9dc,PROD-3df99f,63,773.8,2024-10-22 23:39:52,12,9285.6,61,47201.8,CTR-0da16737d3,Net 60,Danielle Anderson,CC-164
PO-fbc564292a,1,2025-05-05 07:21:56,2025-05-19 07:21:56,Rejected,18610.24,Richard Green,SUP-f1e94c05,PROD-f85570,34,547.36,2025-06-17 07:21:56,34,18610.24,34,18610.24,CTR-b58a21192d,Net 30,William Evans,CC-178
PO-fbc564292a,2,2025-05-05 07:21:56,2025-05-12 07:21:56,Closed,50615.0,Jeremy Miller,SUP-f1e94c05,PROD-887c83,100,506.15,2025-06-04 07:21:56,0,0.0,55,27838.25,,Net 30,James Camacho,CC-178
PO-fbc564292a,3,2025-05-05 07:21:56,2025-05-25 07:21:56,Approved,5239.0,Matthew Compton,SUP-f1e94c05,PROD-725f6a,26,201.5,2025-06-09 07:21:56,26,5239.0,26,5239.0,CTR-d88a9a63d4,Net 30,Karen Neal,CC-178
PO-44fefd7d69,1,2024-05-06 19:44:47,2024-06-01 19:44:47,Closed,49938.08,Laura Gardner,SUP-ca5ec489,PROD-603bc4,76,657.08,2024-05-22 19:44:47,0,0.0,6,3942.480000000001,,Net 30,Ethan Patton,CC-108
PO-44fefd7d69,2,2024-05-06 19:44:47,2024-05-10 19:44:47,Closed,60567.84,Sara Beck,SUP-ca5ec489,PROD-25dd54,72,841.22,2024-06-12 19:44:47,0,0.0,36,30283.92,CTR-e5be5b8e4e,Net 90,Teresa Richard,CC-108
PO-44fefd7d69,3,2024-05-06 19:44:47,2024-05-31 19:44:47,Closed,42677.53,Dawn Washington,SUP-ca5ec489,PROD-25dd54,49,870.97,2024-06-21 19:44:47,0,0.0,4,3483.88,,Net 90,Sharon Greer,CC-108
